year,driver_id,race_points_won
1950,ader,0
1950,agabashian,0
1950,ascari,46
1950,banks,0
1950,bettenhausen,10
1950,biondetti,0
1950,bira,22
1950,bonetto,11
1950,branca,1
1950,cabantous,16
1950,cantrell,0
1950,chaboud,10
1950,chiron,17
1950,chitwood,10
1950,claes,11
1950,comotti,0
1950,crossley,2
1950,darter,0
1950,davies,0
1950,dick_rathmann,0
1950,dinsmore,0
1950,etancelin,26
1950,fagioli,87
1950,fangio,75
1950,farina,93
1950,faulkner,6
1950,flaherty,1
1950,fohr,0
1950,fry,1
1950,george_connor,4
1950,gerard,16
1950,gonzalez,1
1950,graffenried,16
1950,green,12
1950,guy_mairesse,0
1950,hampshire,2
1950,hanks,0
1950,harrison,8
1950,hartley,0
1950,hellings,0
1950,holland,18
1950,holmes,0
1950,hoyt,0
1950,jackson,0
1950,kelly,0
1950,leslie_johnson,0
1950,levegh,8
1950,levrett,0
1950,louveau,0
1950,manzon,12
1950,martin,0
1950,mcdowell,0
1950,mcgrath,0
1950,murray,4
1950,pagani,6
1950,parsons,25
1950,paul_russo,2
1950,peter_walker,0
1950,pian,0
1950,pietsch,0
1950,pozzi,8
1950,rathmann,0
1950,reg_parnell,15
1950,rol,0
1950,rolt,0
1950,rose,15
1950,rosier,60
1950,ruttman,0
1950,sanesi,0
1950,schell,4
1950,schindler,0
1950,serafini,18
1950,shawe_taylor,1
1950,sommer,13
1950,taruffi,0
1950,trintignant,0
1950,villoresi,12
1950,wallard,8
1950,walt_brown,0
1950,webb,0
1950,whitehead,21
1951,abecassis,0
1951,agabashian,0
1951,andre_pilette,8
1951,ascari,106
1951,ayulo,15
1951,ball,10
1951,banks,8
1951,bettenhausen,2
1951,bira,0
1951,bonetto,37
1951,branca,0
1951,cabantous,20
1951,chaboud,4
1951,chiron,15
1951,claes,6
1951,darter,4
1951,davies,0
1951,dinsmore,0
1951,duncan_hamilton,0
1951,etancelin,5
1951,fagioli,25
1951,fangio,114
1951,farina,80
1951,faulkner,0
1951,fischer,8
1951,forberg,6
1951,force,0
1951,george_connor,0
1951,gerard,0
1951,godia,1
1951,gonzalez,94
1951,gordini,0
1951,graffenried,18
1951,green,0
1951,griffith,0
1951,grignard,0
1951,guy_mairesse,2
1951,hanks,0
1951,hellings,0
1951,hirt,0
1951,james,0
1951,john_james,0
1951,jover,0
1951,kelly,0
1951,landi,0
1951,levegh,6
1951,linden,12
1951,louveau,0
1951,mackey,0
1951,manzon,8
1951,marimon,0
1951,mcdowell,0
1951,mcgrath,15
1951,miller,0
1951,moss,4
1951,murray,0
1951,nalon,1
1951,nazaruk,18
1951,parker,0
1951,parsons,0
1951,peter_walker,6
1951,pietsch,0
1951,reg_parnell,22
1951,richardson,0
1951,rol,2
1951,rose,0
1951,rosier,31
1951,ruttman,0
1951,sanesi,21
1951,scarborough,0
1951,schell,0
1951,schindler,0
1951,shawe_taylor,4
1951,simon,8
1951,stevenson,0
1951,swaters,1
1951,taruffi,38
1951,trintignant,0
1951,villoresi,69
1951,vukovich,0
1951,wallard,25
1951,walt_brown,0
1951,ward,0
1951,whitehead,2
1952,abecassis,0
1952,agabashian,0
1952,alan_brown,18
1952,ascari,150
1952,aston,0
1952,ayulo,0
1952,ball,0
1952,balsa,0
1952,banks,0
1952,bayol,0
1952,bechem,0
1952,behra,31
1952,bettenhausen,0
1952,bianco,0
1952,bira,3
1952,bob_scott,0
1952,bonetto,10
1952,brandon,6
1952,brudes,0
1952,bryan,8
1952,cabantous,1
1952,cantoni,0
1952,carini,0
1952,charrington,0
1952,claes,5
1952,collins,8
1952,comotti,0
1952,crespo,0
1952,crook,0
1952,cross,10
1952,darter,12
1952,downing,2
1952,duncan_hamilton,6
1952,dusio,0
1952,etancelin,4
1952,farina,93
1952,fischer,33
1952,flinterman,2
1952,fonder,0
1952,frere,10
1952,gaze,0
1952,george_connor,4
1952,gonzalez,18
1952,graffenried,8
1952,graham_whitehead,0
1952,griffith,2
1952,hanks,15
1952,hans_stuck,0
1952,hartley,0
1952,hawthorn,39
1952,heeks,0
1952,helfrich,0
1952,hirt,6
1952,james,0
1952,johnson,0
1952,klenk,0
1952,klodwig,0
1952,krause,0
1952,landi,6
1952,laurent,8
1952,legat,0
1952,linden,0
1952,lof,0
1952,macklin,6
1952,manzon,37
1952,mcalpine,0
1952,mcdowell,0
1952,mcgrath,0
1952,miller,0
1952,moss,0
1952,murray,0
1952,nalon,0
1952,niedermayr,2
1952,obrien,0
1952,parsons,1
1952,peters,0
1952,pietsch,0
1952,poore,12
1952,rathmann,18
1952,reece,6
1952,reg_parnell,6
1952,riess,6
1952,rigsby,0
1952,rol,0
1952,rosier,1
1952,ruttman,25
1952,salvadori,4
1952,schell,0
1952,schindler,0
1952,schoeller,0
1952,simon,9
1952,stevenson,0
1952,sweikert,0
1952,taruffi,76
1952,terra,0
1952,thompson,10
1952,tornaco,6
1952,trintignant,18
1952,ulmen,4
1952,villoresi,30
1952,vukovich,0
1952,ward,0
1952,webb,0
1952,wharton,15
1952,whitehead,1
1953,adolff,0
1953,agabashian,12
1953,alan_brown,2
1953,andre_pilette,0
1953,ascari,141
1953,ayulo,0
1953,barth,0
1953,bauer,0
1953,bayol,0
1953,bechem,0
1953,behra,9
1953,bettenhausen,2
1953,bira,6
1953,birger,0
1953,bob_scott,0
1953,bonetto,47
1953,bryan,0
1953,cabantous,0
1953,carini,0
1953,chiron,1
1953,claes,0
1953,collins,4
1953,crook,0
1953,cross,18
1953,cruz,0
1953,darter,15
1953,davies,1
1953,daywalt,8
1953,dinsmore,0
1953,duncan_hamilton,0
1953,fairman,0
1953,fangio,91
1953,farina,104
1953,faulkner,0
1953,fitch,0
1953,fitzau,0
1953,flaherty,0
1953,freeland,0
1953,frere,1
1953,galvez,10
1953,georges_berger,0
1953,gerard,0
1953,gonzalez,57
1953,graffenried,38
1953,hanks,15
1953,hans_stuck,0
1953,hartley,2
1953,hawthorn,109
1953,heeks,0
1953,helfrich,0
1953,herrmann,2
1953,hirt,0
1953,holland,0
1953,holmes,0
1953,hoyt,0
1953,ian_stewart,0
1953,jimmy_stewart,0
1953,john_barber,4
1953,johnson,6
1953,karch,0
1953,klodwig,0
1953,krause,0
1953,landi,1
1953,lang,10
1953,legat,0
1953,linden,0
1953,loof,0
1953,macklin,0
1953,maglioli,4
1953,mantovani,6
1953,mantz,0
1953,manzon,1
1953,marimon,17
1953,mcalpine,0
1953,mccoy,4
1953,mcgrath,10
1953,menditeguy,0
1953,mieres,8
1953,moss,10
1953,musso,6
1953,nalon,0
1953,nazaruk,0
1953,niday,0
1953,nuckey,0
1953,parsons,0
1953,paul_russo,12
1953,rathmann,6
1953,rolt,0
1953,rosier,16
1953,salvadori,0
1953,scarborough,0
1953,schell,14
1953,scherrer,2
1953,seidel,0
1953,stevenson,2
1953,swaters,6
1953,sweikert,0
1953,teague,0
1953,terra,4
1953,thomson,0
1953,trintignant,34
1953,villoresi,72
1953,vukovich,25
1953,wacker,2
1953,ward,0
1953,webb,0
1953,wharton,10
1953,whitehead,2
1954,agabashian,8
1954,alan_brown,0
1954,andre_pilette,12
1954,armi,0
1954,ascari,0
1954,ayulo,0
1954,bayol,10
1954,beauman,0
1954,behra,11
1954,bettenhausen,0
1954,bira,28
1954,bob_scott,0
1954,brandon,0
1954,bryan,18
1954,bucci,0
1954,collins,6
1954,connor,0
1954,crockett,2
1954,cross,0
1954,daponte,0
1954,darter,12
1954,davies,0
1954,daywalt,0
1954,duncan,0
1954,elisian,0
1954,fangio,177
1954,farina,22
1954,faulkner,0
1954,flaherty,0
1954,flockhart,0
1954,fonder,0
1954,freeland,6
1954,frere,8
1954,georges_berger,0
1954,gerard,1
1954,godia,8
1954,gonzalez,103
1954,gould,0
1954,graffenried,4
1954,hanks,0
1954,hartley,0
1954,hawthorn,91
1954,helfrich,0
1954,herrmann,27
1954,homeier,0
1954,hoyt,4
1954,jackson,0
1954,johnson,0
1954,kladis,0
1954,kling,48
1954,lang,0
1954,linden,0
1954,loyer,0
1954,macklin,0
1954,maglioli,23
1954,mantovani,29
1954,manzon,17
1954,marimon,16
1954,marr,0
1954,mccoy,0
1954,mcgrath,15
1954,menditeguy,0
1954,mieres,32
1954,moss,16
1954,musso,18
1954,nazaruk,10
1954,niday,1
1954,nuckey,0
1954,parsons,0
1954,paul_russo,4
1954,pollet,0
1954,rathmann,0
1954,reece,0
1954,reg_parnell,0
1954,riseley_prichard,0
1954,riu,0
1954,rosier,16
1954,ruttman,12
1954,salvadori,0
1954,schell,14
1954,stevenson,0
1954,swaters,4
1954,sweikert,0
1954,taruffi,8
1954,teague,0
1954,thomson,0
1954,thorne,0
1954,trintignant,70
1954,villoresi,10
1954,volonterio,0
1954,vukovich,25
1954,wacker,8
1954,ward,0
1954,webb,0
1954,wharton,16
1954,whitehead,0
1954,whitehouse,0
1955,agabashian,0
1955,andrews,0
1955,ascari,0
1955,bayol,0
1955,behra,58
1955,bettenhausen,18
1955,birger,0
1955,boyd,0
1955,bryan,0
1955,bucci,2
1955,castellotti,51
1955,chiron,8
1955,claes,0
1955,collins,0
1955,connor,4
1955,cross,0
1955,darter,0
1955,davies,15
1955,daywalt,2
1955,elisian,0
1955,fairman,0
1955,fangio,118
1955,farina,60
1955,faulkner,10
1955,fitch,2
1955,flaherty,1
1955,freeland,0
1955,frere,16
1955,gonzalez,18
1955,gould,0
1955,hanks,0
1955,hawthorn,15
1955,herman,6
1955,herrmann,12
1955,homeier,10
1955,hoyt,0
1955,iglesias,1
1955,jack_brabham,0
1955,johnson,0
1955,keller,0
1955,kling,28
1955,linden,8
1955,lucas,0
1955,macklin,4
1955,maglioli,23
1955,mantovani,10
1955,manzon,0
1955,marr,0
1955,mcalpine,0
1955,mcgrath,0
1955,menditeguy,12
1955,mieres,38
1955,moss,75
1955,musso,41
1955,niday,0
1955,parsons,0
1955,paul_russo,18
1955,perdisa,20
1955,peter_walker,0
1955,piotti,0
1955,pollet,7
1955,ramos,4
1955,rathmann,0
1955,ray_crawford,0
1955,reece,0
1955,rolt,0
1955,rosier,4
1955,russo,0
1955,salvadori,0
1955,schell,18
1955,simon,0
1955,sparken,6
1955,sweikert,25
1955,taruffi,34
1955,templeman,0
1955,thomson,12
1955,trintignant,71
1955,uria,0
1955,villoresi,10
1955,vukovich,0
1955,ward,0
1955,weyant,0
1955,wharton,2
1955,whiteaway,0
1956,agabashian,0
1956,andre_pilette,16
1956,andrews,0
1956,bayol,8
1956,behra,84
1956,bettenhausen,0
1956,bonnier,0
1956,boyd,0
1956,brooks,0
1956,bryan,0
1956,castellotti,35
1956,chapman,0
1956,chiron,0
1956,christie,0
1956,collins,108
1956,connor,0
1956,daywalt,0
1956,dick_rathmann,10
1956,dinsmore,0
1956,elisian,0
1956,emery,0
1956,fairman,22
1956,fangio,141
1956,flaherty,25
1956,flockhart,15
1956,freeland,15
1956,frere,18
1956,garrett,0
1956,gendebien,10
1956,gerard,0
1956,gerini,13
1956,godia,34
1956,gonzalez,0
1956,gould,14
1956,graffenried,6
1956,griffith,1
1956,halford,8
1956,hanks,18
1956,hartley,0
1956,hawthorn,16
1956,herman,0
1956,jack_brabham,0
1956,johnson,0
1956,keller,0
1956,landi,12
1956,leston,0
1956,linden,0
1956,maglioli,0
1956,manzon,6
1956,menditeguy,1
1956,milhoux,4
1956,moss,99
1956,musso,25
1956,oscar_gonzalez,8
1956,parsons,12
1956,paul_russo,0
1956,perdisa,37
1956,piotti,10
1956,portago,21
1956,ramos,14
1956,rathmann,0
1956,ray_crawford,0
1956,reece,2
1956,rosier,23
1956,russo,0
1956,ruttman,0
1956,salvadori,0
1956,scarlatti,0
1956,schell,14
1956,scott_Brown,0
1956,scotti,0
1956,simon,2
1956,sweikert,8
1956,taruffi,0
1956,thomson,0
1956,titterington,0
1956,tolan,0
1956,trintignant,1
1956,trips,0
1956,turner,0
1956,uria,8
1956,veith,6
1956,villoresi,18
1956,volonterio,6
1956,ward,4
1957,agabashian,0
1957,barth,0
1957,beaufort,0
1957,behra,35
1957,bettenhausen,0
1957,bonnier,6
1957,boyd,8
1957,brooks,51
1957,bryan,15
1957,bueb,4
1957,castellotti,0
1957,cheesbourg,0
1957,christie,0
1957,collins,50
1957,connor,4
1957,daywalt,0
1957,edmunds,0
1957,elisian,0
1957,england,0
1957,fairman,0
1957,fangio,136
1957,flockhart,2
1957,freeland,0
1957,george,0
1957,gerard,8
1957,gibson,0
1957,godia,4
1957,gonzalez,10
1957,gould,1
1957,gregory,43
1957,halford,1
1957,hanks,25
1957,hartley,1
1957,hawthorn,59
1957,herman,0
1957,herrmann,0
1957,jack_brabham,22
1957,johnson,0
1957,keller,0
1957,leston,0
1957,lewis-evans,30
1957,linden,10
1957,macdowel,6
1957,mackay-fraser,0
1957,magill,0
1957,maglioli,0
1957,marsh,0
1957,menditeguy,20
1957,moss,89
1957,musso,56
1957,naylor,0
1957,parsons,0
1957,paul_russo,12
1957,perdisa,8
1957,piotti,1
1957,portago,10
1957,rathmann,18
1957,reece,0
1957,russo,0
1957,ruttman,0
1957,sachs,0
1957,salvadori,11
1957,scarlatti,23
1957,schell,57
1957,simon,0
1957,teague,6
1957,thomson,0
1957,tolan,0
1957,tomaso,2
1957,trintignant,22
1957,trips,29
1957,turner,0
1957,veith,2
1957,volonterio,0
1957,ward,0
1957,weyant,0
1958,allison,36
1958,barth,8
1958,beaufort,0
1958,behra,38
1958,bettenhausen,12
1958,bisch,0
1958,bonnier,23
1958,boyd,15
1958,bridger,0
1958,brooks,81
1958,bryan,25
1958,bueb,0
1958,burgess,6
1958,cabianca,2
1958,cheesbourg,1
1958,chiron,0
1958,christie,0
1958,collins,51
1958,connor,0
1958,dempsey_wilson,0
1958,dick_rathmann,0
1958,ecclestone,0
1958,elisian,0
1958,emery,0
1958,fairman,4
1958,fangio,24
1958,filippis,5
1958,flockhart,0
1958,foyt,0
1958,freeland,6
1958,garrett,0
1958,gendebien,8
1958,george_amick,18
1958,gerini,2
1958,gibson,0
1958,godia,4
1958,goethals,0
1958,goldsmith,0
1958,gould,2
1958,gregory,20
1958,guelfi,0
1958,hawthorn,140
1958,herrmann,2
1958,hill,10
1958,jack_brabham,38
1958,jerry_unser,0
1958,johnson,2
1958,kavanagh,0
1958,keller,0
1958,kessler,0
1958,la_caze,0
1958,larson,4
1958,lewis-evans,42
1958,magill,0
1958,marsh,4
1958,mclaren,10
1958,menditeguy,6
1958,moss,118
1958,musso,42
1958,naylor,0
1958,parsons,0
1958,paul_russo,0
1958,phil_hill,38
1958,picard,0
1958,piotti,0
1958,rathmann,10
1958,reece,8
1958,ruttman,1
1958,sachs,0
1958,salvadori,68
1958,scarlatti,0
1958,schell,74
1958,seidel,0
1958,shelby,15
1958,stacey,0
1958,sutton,0
1958,taramazzo,0
1958,templeman,0
1958,testut,0
1958,thomson,0
1958,tolan,0
1958,trintignant,56
1958,trips,44
1958,turner,0
1958,veith,0
1958,ward,0
1958,weyant,0
1959,Changy,0
1959,allison,16
1959,amick,0
1959,arnold,0
1959,ashdown,0
1959,beaufort,3
1959,behra,10
1959,bettenhausen,12
1959,bianchi,0
1959,bill_moss,0
1959,blanchard,6
1959,bonnier,40
1959,boyd,8
1959,branson,0
1959,bristow,1
1959,brooks,85
1959,bryan,0
1959,bueb,0
1959,burgess,8
1959,cabianca,0
1959,cabral,1
1959,cade,0
1959,cheesbourg,0
1959,christie,0
1959,constantine,0
1959,darter,6
1959,davis,0
1959,daywalt,0
1959,dennis_taylor,0
1959,dick_rathmann,0
1959,fairman,0
1959,filippis,0
1959,flaherty,0
1959,flockhart,18
1959,fontes,0
1959,foyt,1
1959,freeland,0
1959,gendebien,20
1959,goldsmith,10
1959,greene,0
1959,gregory,40
1959,grim,0
1959,gurney,45
1959,halford,0
1959,hartley,0
1959,henry_taylor,0
1959,herman,0
1959,herrmann,2
1959,hill,8
1959,ireland,22
1959,jack_brabham,110
1959,johnson,4
1959,keller,0
1959,larson,0
1959,lovely,0
1959,lucienbonnet,0
1959,magill,0
1959,mclaren,64
1959,mcwithey,0
1959,mike_taylor,0
1959,moss,74
1959,naylor,0
1959,orey,1
1959,parkes,0
1959,parnell,0
1959,paul_russo,2
1959,phil_hill,71
1959,piper,0
1959,rathmann,18
1959,ray_crawford,0
1959,sachs,0
1959,said,0
1959,salvadori,26
1959,scarlatti,4
1959,schell,42
1959,shelby,5
1959,stacey,4
1959,sutton,0
1959,testut,0
1959,thomson,15
1959,tomaso,0
1959,trevor_taylor,0
1959,trintignant,73
1959,trips,8
1959,turner,0
1959,veith,0
1959,ward,26
1959,weyant,0
1960,allison,18
1960,amick,0
1960,barth,6
1960,beaufort,4
1960,bettenhausen,0
1960,bianchi,8
1960,bonnier,27
1960,bonomi,0
1960,boyd,0
1960,branson,12
1960,bristow,0
1960,brooks,32
1960,bryan,0
1960,burgess,1
1960,cabianca,12
1960,cabral,2
1960,chimeri,0
1960,christie,1
1960,clark,35
1960,creus,0
1960,daigh,1
1960,darter,0
1960,dempsey_wilson,0
1960,dick_rathmann,0
1960,drake,0
1960,drogo,4
1960,estefano,0
1960,fairman,0
1960,flockhart,8
1960,force,0
1960,foyt,0
1960,freeland,0
1960,gamble,1
1960,gendebien,41
1960,ginther,34
1960,goldsmith,15
1960,gonzalez,1
1960,gould,0
1960,greene,0
1960,gregory,2
1960,grim,0
1960,gurney,2
1960,halford,4
1960,hall,6
1960,hartley,0
1960,henry_taylor,22
1960,herman,0
1960,herrmann,8
1960,hill,27
1960,homeier,0
1960,hurtubise,0
1960,ireland,75
1960,jack_brabham,137
1960,johnson,8
1960,larreta,2
1960,lovely,0
1960,mairesse,17
1960,mclaren,121
1960,mcwithey,0
1960,menditeguy,12
1960,mike_taylor,0
1960,moss,81
1960,munaron,0
1960,naylor,0
1960,owen,0
1960,phil_hill,70
1960,piper,0
1960,rathmann,25
1960,reventlow,0
1960,ruby,6
1960,russo,0
1960,ruttman,0
1960,sachs,0
1960,salvadori,4
1960,scarlatti,0
1960,schell,0
1960,seidel,2
1960,stacey,6
1960,stevenson,0
1960,surtees,19
1960,sutton,0
1960,templeman,0
1960,thiele,0
1960,thomson,10
1960,tingelstad,2
1960,trintignant,15
1960,trips,57
1960,veith,4
1960,vic_wilson,0
1960,ward,18
1960,weiler,0
1961,allison,4
1961,andre_pilette,0
1961,ashmore,0
1961,baghetti,25
1961,bandini,4
1961,barth,0
1961,beaufort,6
1961,bianchi,0
1961,boffa,0
1961,bonnier,30
1961,bordeu,0
1961,brooks,29
1961,burgess,0
1961,bussinello,0
1961,campbell-jones,0
1961,clark,49
1961,collomb,0
1961,duke,0
1961,fairman,0
1961,gendebien,12
1961,ginther,62
1961,greene,0
1961,gregory,1
1961,gurney,85
1961,hall,0
1961,hansgen,0
1961,henry_taylor,1
1961,herrmann,2
1961,hill,22
1961,ireland,38
1961,jack_brabham,20
1961,ken_miles,0
1961,lewis,16
1961,lippi,0
1961,maggs,0
1961,mairesse,0
1961,marsh,0
1961,may,0
1961,mclaren,57
1961,monteverdi,0
1961,moss,66
1961,natili,0
1961,naylor,0
1961,parnell,1
1961,penske,4
1961,phil_hill,118
1961,pirocchi,0
1961,prinoth,0
1961,ricardo_rodriguez,0
1961,ruby,0
1961,ryan,2
1961,salvadori,21
1961,scarlatti,0
1961,seidel,0
1961,sharp,1
1961,starrabba,0
1961,surtees,26
1961,thiele,0
1961,trevor_taylor,0
1961,trintignant,8
1961,trips,98
1961,vaccarella,0
1962,abate,0
1962,arundell,0
1962,ashmore,0
1962,baghetti,23
1962,bandini,19
1962,beaufort,23
1962,bianchi,2
1962,bonnier,31
1962,burgess,0
1962,bussinello,0
1962,campbell-jones,0
1962,chamberlain,0
1962,clark,90
1962,collomb,0
1962,davis,0
1962,estefano,0
1962,ginther,43
1962,greene,0
1962,gregory,14
1962,gurney,52
1962,hall,0
1962,harris,0
1962,hill,158
1962,hocking,0
1962,ireland,16
1962,jack_brabham,46
1962,johnstone,2
1962,kuhnke,0
1962,lederle,8
1962,lewis,5
1962,lippi,0
1962,love,4
1962,maggs,65
1962,mairesse,18
1962,marsh,0
1962,mayer,0
1962,mclaren,110
1962,penske,2
1962,phil_hill,48
1962,pieterse,1
1962,pon,0
1962,prinoth,0
1962,ricardo_rodriguez,21
1962,salvadori,0
1962,schiller,0
1962,schroeder,1
1962,seidel,0
1962,seiffert,0
1962,serrurier,0
1962,settember,0
1962,sharp,0
1962,shelly,0
1962,siffert,1
1962,slotemaker,0
1962,surtees,68
1962,tingle,0
1962,trevor_taylor,26
1962,trintignant,10
1962,vaccarella,2
1962,vyver,0
1962,walter,0
1963,abate,0
1963,amon,12
1963,anderson,0
1963,andre_pilette,0
1963,arundell,0
1963,baghetti,0
1963,bandini,31
1963,beaufort,21
1963,bianchi,0
1963,blokdyk,0
1963,bonnier,52
1963,broeker,6
1963,burgess,0
1963,cabral,0
1963,campbell-jones,0
1963,clark,212
1963,collomb,1
1963,dochnal,0
1963,driver,0
1963,ernesto_brambilla,0
1963,estefano,0
1963,ginther,118
1963,gregory,0
1963,gurney,69
1963,hailwood,5
1963,hall,31
1963,hansgen,0
1963,hill,108
1963,ireland,27
1963,jack_brabham,60
1963,klerk,0
1963,kuhnke,0
1963,lederle,0
1963,lippi,0
1963,love,2
1963,maggs,50
1963,mairesse,0
1963,mclaren,60
1963,mitter,12
1963,monarch,0
1963,niemann,0
1963,parnell,0
1963,phil_hill,0
1963,pieterse,0
1963,prophet,0
1963,raby,0
1963,rodriguez,0
1963,scarfiotti,8
1963,seiffert,0
1963,serrurier,0
1963,settember,4
1963,sharp,6
1963,siffert,18
1963,solana,0
1963,spence,0
1963,starrabba,0
1963,surtees,74
1963,tingle,0
1963,trevor_taylor,17
1963,trintignant,6
1963,vos,0
1963,ward,0
1964,amon,11
1964,anderson,35
1964,andre_pilette,0
1964,arundell,44
1964,attwood,0
1964,baghetti,15
1964,bandini,83
1964,barth,0
1964,beaufort,0
1964,bonnier,20
1964,bucknum,0
1964,cabral,0
1964,clark,103
1964,collomb,0
1964,gardner,0
1964,geki,0
1964,ginther,96
1964,gurney,62
1964,hailwood,20
1964,hansgen,10
1964,hill,126
1964,ireland,22
1964,jack_brabham,44
1964,love,0
1964,maggs,20
1964,mclaren,56
1964,mitter,2
1964,phil_hill,22
1964,raby,0
1964,revson,0
1964,rindt,1
1964,rodriguez,8
1964,scarfiotti,2
1964,sharp,1
1964,siffert,37
1964,solana,1
1964,spence,26
1964,surtees,119
1964,taylor,0
1964,trevor_taylor,14
1964,trintignant,10
1965,amon,0
1965,anderson,4
1965,attwood,17
1965,baghetti,0
1965,bandini,62
1965,bassi,0
1965,bianchi,0
1965,blignaut,0
1965,blokdyk,0
1965,bondurant,2
1965,bonnier,28
1965,bucknum,10
1965,bussinello,0
1965,charlton,0
1965,clapham,0
1965,clark,151
1965,gardner,4
1965,geki,0
1965,ginther,47
1965,gregory,4
1965,gubby,0
1965,gurney,90
1965,hailwood,0
1965,hawkins,3
1965,hill,153
1965,hulme,26
1965,ireland,3
1965,jack_brabham,41
1965,klerk,1
1965,lederle,0
1965,love,0
1965,maggs,0
1965,mclaren,47
1965,mitter,0
1965,niemann,0
1965,pieterse,0
1965,pretorius,0
1965,prophet,0
1965,puzey,0
1965,raby,0
1965,reed,0
1965,rhodes,0
1965,rindt,24
1965,rodriguez,16
1965,rollinson,0
1965,scarfiotti,0
1965,serrurier,0
1965,siffert,41
1965,solana,1
1965,spence,55
1965,stewart,112
1965,surtees,68
1965,tingle,0
1965,vaccarella,0
1966,amon,4
1966,anderson,14
1966,arundell,22
1966,baghetti,1
1966,bandini,49
1966,bondurant,20
1966,bonnier,22
1966,bucknum,5
1966,clark,57
1966,geki,2
1966,ginther,36
1966,gurney,32
1966,hill,60
1966,hulme,63
1966,ireland,6
1966,irwin,6
1966,jack_brabham,130
1966,lawrence,0
1966,ligier,21
1966,mclaren,19
1966,parkes,36
1966,phil_hill,0
1966,rindt,87
1966,rodriguez,3
1966,scarfiotti,25
1966,siffert,14
1966,solana,0
1966,spence,25
1966,stewart,51
1966,surtees,83
1966,taylor,16
1966,trevor_taylor,0
1966,vic_wilson,0
1967,ahrens,0
1967,amon,94
1967,anderson,16
1967,attwood,1
1967,baghetti,1
1967,bandini,6
1967,beltoise,12
1967,bonnier,21
1967,botha,4
1967,charlton,6
1967,clark,125
1967,courage,5
1967,fisher,0
1967,gavin,0
1967,ginther,0
1967,gurney,42
1967,hahne,0
1967,hart,0
1967,hill,52
1967,hobbs,7
1967,hulme,161
1967,ickx,8
1967,irwin,24
1967,jack_brabham,152
1967,jo_schlesser,0
1967,ligier,12
1967,love,18
1967,mclaren,18
1967,moser,0
1967,oliver,10
1967,parkes,10
1967,pease,0
1967,rees,8
1967,rindt,25
1967,rodriguez,63
1967,scarfiotti,8
1967,siffert,33
1967,solana,0
1967,spence,52
1967,stewart,34
1967,surtees,77
1967,tingle,2
1967,tom_jones,0
1967,wietzes,0
1967,williams,4
1968,adamich,0
1968,ahrens,0
1968,amon,45
1968,attwood,30
1968,bell,0
1968,beltoise,60
1968,bianchi,26
1968,bonnier,22
1968,brack,0
1968,charlton,0
1968,clark,25
1968,courage,38
1968,elford,26
1968,gardner,0
1968,gavin,20
1968,gurney,14
1968,hahne,1
1968,hill,143
1968,hobbs,1
1968,hulme,121
1968,ickx,94
1968,jack_brabham,16
1968,jo_schlesser,0
1968,love,2
1968,mario_andretti,0
1968,mclaren,87
1968,moser,10
1968,oliver,26
1968,pescarolo,2
1968,pretorius,1
1968,redman,15
1968,rindt,32
1968,rodriguez,75
1968,rooyen,0
1968,scarfiotti,24
1968,siffert,69
1968,solana,0
1968,spence,0
1968,stewart,126
1968,surtees,61
1968,tingle,0
1968,unser,0
1968,widdows,0
1969,amon,20
1969,attwood,12
1969,bell,0
1969,beltoise,93
1969,bonnier,1
1969,brack,4
1969,cordts,0
1969,courage,57
1969,eaton,1
1969,elford,25
1969,gavin,18
1969,hill,83
1969,hulme,88
1969,ickx,126
1969,jack_brabham,55
1969,klerk,2
1969,love,0
1969,lovely,8
1969,mario_andretti,0
1969,mclaren,102
1969,miles,1
1969,moser,14
1969,oliver,18
1969,pease,0
1969,rindt,73
1969,rodriguez,30
1969,rooyen,0
1969,siffert,67
1969,stewart,182
1969,surtees,27
1969,tingle,4
1970,adamich,4
1970,amon,95
1970,bell,8
1970,beltoise,75
1970,bonnier,0
1970,cevert,22
1970,charlton,0
1970,courage,1
1970,eaton,1
1970,emerson_fittipaldi,41
1970,galli,0
1970,gavin,10
1970,gethin,11
1970,giunti,18
1970,gurney,8
1970,hahne,0
1970,hill,40
1970,hulme,105
1970,hutchison,0
1970,ickx,124
1970,jack_brabham,84
1970,klerk,0
1970,love,4
1970,lovely,1
1970,mario_andretti,15
1970,mclaren,18
1970,miles,20
1970,moser,0
1970,oliver,17
1970,pescarolo,65
1970,peterson,12
1970,redman,0
1970,regazzoni,103
1970,rindt,125
1970,rodriguez,86
1970,roig,0
1970,schenken,0
1970,siffert,19
1970,stewart,78
1970,stommelen,55
1970,surtees,32
1970,westbury,0
1970,wisell,16
1971,Cannoc,0
1971,adamich,0
1971,amon,44
1971,barber,0
1971,bell,0
1971,beltoise,26
1971,beuttler,0
1971,bonnier,1
1971,cevert,91
1971,charlton,0
1971,craft,0
1971,donohue,15
1971,eaton,0
1971,elford,0
1971,emerson_fittipaldi,68
1971,galli,0
1971,ganley,34
1971,gethin,34
1971,hailwood,12
1971,hill,21
1971,hobbs,1
1971,hulme,42
1971,ickx,66
1971,jarier,0
1971,jean,0
1971,lauda,0
1971,lennep,4
1971,love,0
1971,lovely,0
1971,mario_andretti,37
1971,marko,0
1971,mazet,0
1971,moser,0
1971,oliver,8
1971,pescarolo,24
